order_id,customer_id,order_date,product_category,price
1055,cust_021,2017-06-18,sports,139.82
1056,cust_022,2017-09-21,health_beauty,78.45
1057,cust_023,2017-08-12,home_garden,123.18
1058,cust_023,2017-10-05,books,52.92
1059,cust_023,2017-10-16,health_beauty,38.13
1060,cust_023,2017-11-23,sports,6.61
1061,cust_024,2017-06-13,sports,19.01
1062,cust_024,2017-07-07,sports,103.88
1063,cust_025,2017-05-16,home_garden,183.48
1064,cust_025,2017-06-07,home_garden,154.71
1065,cust_025,2017-07-31,home_garden,73.09
1066,cust_025,2017-09-06,home_garden,101.69
1067,cust_025,2017-10-29,books,226.51
1068,cust_025,2017-12-16,home_garden,73.58
1069,cust_026,2017-06-23,home_garden,80.03
1070,cust_027,2017-03-08,health_beauty,22.89
1071,cust_027,2017-04-23,health_beauty,25.51
1072,cust_027,2017-06-01,health_beauty,59.57
1073,cust_028,2017-04-21,health_beauty,73.85
1074,cust_028,2017-06-09,sports,66.88
1075,cust_028,2017-07-25,toys,178.28
1076,cust_028,2017-09-18,home_garden,32.61
1077,cust_029,2017-03-08,electronics,151.49
1078,cust_030,2017-06-06,health_beauty,34.91
1079,cust_030,2017-07-23,home_garden,85.41
1080,cust_031,2017-05-26,books,76.44
1081,cust_031,2017-07-24,health_beauty,55.95
1082,cust_031,2017-08-19,sports,109.21
1083,cust_031,2017-09-04,electronics,122.91
1084,cust_031,2017-10-01,health_beauty,9.94
1085,cust_031,2017-11-17,home_garden,63.35
1086,cust_032,2017-03-22,electronics,45.56
1087,cust_033,2017-09-03,health_beauty,246.34
1088,cust_033,2017-10-26,electronics,56.8
1089,cust_033,2017-11-12,books,217.59
1090,cust_033,2018-01-08,books,283.52
1091,cust_034,2017-01-31,health_beauty,14.76
1092,cust_034,2017-03-09,home_garden,15.5
1093,cust_034,2017-05-01,electronics,109.38
1094,cust_035,2017-01-15,books,232.57
1095,cust_036,2017-08-26,health_beauty,13.25
1096,cust_037,2017-03-23,books,71.22
1097,cust_037,2017-05-09,toys,160.66
1098,cust_037,2017-05-22,toys,73.21
1099,cust_037,2017-06-21,home_garden,92.06
1100,cust_037,2017-07-20,toys,48.91
1101,cust_037,2017-08-12,toys,215.74
1102,cust_038,2017-07-13,home_garden,78.17
1103,cust_038,2017-07-31,sports,84.28
1104,cust_039,2017-02-28,health_beauty,78.75
1105,cust_039,2017-04-06,health_beauty,62.23
1106,cust_039,2017-05-29,toys,119.11
1107,cust_039,2017-07-03,health_beauty,80.63
1108,cust_039,2017-08-04,books,24.2
1109,cust_039,2017-08-30,health_beauty,71.23
1110,cust_040,2017-08-28,electronics,110.97
1111,cust_040,2017-09-03,sports,141.25
1112,cust_040,2017-10-07,health_beauty,70.04
1113,cust_041,2017-07-23,sports,22.21
1114,cust_042,2017-09-27,home_garden,106.48
1115,cust_042,2017-11-10,electronics,110.06
1116,cust_043,2017-06-08,health_beauty,30.47
1117,cust_044,2017-02-10,toys,150.68
1118,cust_044,2017-03-16,health_beauty,124.03
1119,cust_044,2017-04-17,electronics,118.14
1120,cust_045,2017-06-11,electronics,128.72
1121,cust_045,2017-08-07,electronics,162.21
1122,cust_046,2017-05-13,toys,75.31
1123,cust_046,2017-07-08,sports,96.58
1124,cust_046,2017-08-17,electronics,125.41
1125,cust_047,2017-07-19,electronics,19.11
1126,cust_047,2017-07-24,home_garden,322.3
1127,cust_048,2017-02-20,home_garden,78.68
1128,cust_048,2017-04-20,books,66.42
1129,cust_048,2017-06-14,electronics,38.18
1130,cust_049,2017-01-11,books,94.18
1131,cust_050,2017-06-08,toys,142.34
1132,cust_050,2017-08-01,home_garden,86.38
1133,cust_050,2017-08-24,books,117.86
1134,cust_050,2017-09-10,sports,23.14
1135,cust_051,2017-09-03,toys,113.6
1136,cust_052,2017-07-19,books,12.02
1137,cust_052,2017-09-01,toys,42.6
1138,cust_053,2017-07-15,sports,20.67
1139,cust_053,2017-08-21,home_garden,110.38
1140,cust_054,2017-06-30,home_garden,49.44
1141,cust_054,2017-08-12,books,94.27
1142,cust_054,2017-09-26,home_garden,37.31
1143,cust_054,2017-11-01,books,135.13
1144,cust_055,2017-07-23,home_garden,79.95
1145,cust_056,2017-07-07,home_garden,144.25
1146,cust_056,2017-08-04,electronics,120.61
1147,cust_056,2017-09-08,toys,167.49
1148,cust_057,2017-01-08,home_garden,2.7
1149,cust_057,2017-01-26,sports,135.78
1150,cust_057,2017-02-20,books,31.49
1151,cust_057,2017-03-15,electronics,8.05
1152,cust_058,2017-08-20,electronics,90.44
1153,cust_059,2017-02-22,home_garden,69.82
1154,cust_059,2017-03-12,home_garden,56.39
1155,cust_060,2017-07-19,books,108.44
1156,cust_060,2017-08-28,home_garden,39.88
1157,cust_060,2017-09-28,sports,115.71
1158,cust_060,2017-10-10,sports,60.19
1159,cust_060,2017-11-09,books,50.34
1160,cust_060,2017-11-28,books,151.03
1161,cust_061,2017-03-09,electronics,157.86
1162,cust_061,2017-05-01,books,64.74
1163,cust_061,2017-06-24,health_beauty,59.46
1164,cust_062,2017-01-22,toys,38.93
1165,cust_062,2017-01-30,toys,105.46
1166,cust_062,2017-02-26,sports,42.43
1167,cust_063,2017-04-10,books,94.27
1168,cust_063,2017-04-26,toys,61.65
1169,cust_063,2017-05-26,health_beauty,117.83
1170,cust_063,2017-07-11,toys,99.34
1171,cust_064,2017-07-13,electronics,59.55
1172,cust_064,2017-07-28,home_garden,69.75
1173,cust_065,2017-08-05,health_beauty,116.52
1174,cust_065,2017-09-07,health_beauty,198.78
1175,cust_065,2017-10-11,health_beauty,86.48
1176,cust_065,2017-11-30,books,222.7
1177,cust_065,2017-12-07,electronics,34.04
1178,cust_065,2018-01-19,sports,61.36
1179,cust_066,2017-03-10,electronics,42.63
1180,cust_066,2017-04-03,toys,219.54
1181,cust_066,2017-04-18,electronics,382.8
1182,cust_066,2017-04-25,toys,35.99
1183,cust_067,2017-08-14,electronics,83.18
1184,cust_067,2017-09-09,electronics,155.43
1185,cust_068,2017-07-25,books,127.21
1186,cust_069,2017-05-29,toys,110.93
1187,cust_069,2017-07-03,sports,112.93
1188,cust_069,2017-07-10,toys,127.97
1189,cust_069,2017-08-28,home_garden,58.89
1190,cust_070,2017-08-17,books,82.52
1191,cust_070,2017-09-02,sports,169.53
1192,cust_070,2017-09-23,sports,20.79
1193,cust_070,2017-10-08,toys,64.34
1194,cust_070,2017-10-30,health_beauty,171.76
1195,cust_070,2017-11-17,books,57.76
1196,cust_071,2017-08-05,health_beauty,70.87
1197,cust_071,2017-08-15,books,157.85
1198,cust_072,2017-07-22,electronics,129.13
1199,cust_072,2017-08-08,books,95.07
1200,cust_072,2017-08-24,books,143.69
1201,cust_072,2017-10-03,toys,24.38
1202,cust_072,2017-11-22,books,45.74
1203,cust_072,2018-01-20,sports,110.02
1204,cust_073,2017-05-22,electronics,181.22
1205,cust_073,2017-06-16,toys,75.53
1206,cust_073,2017-08-05,sports,149.85
1207,cust_073,2017-09-17,electronics,94.76
1208,cust_074,2017-01-12,health_beauty,116.23
1209,cust_074,2017-01-24,health_beauty,55.98
1210,cust_074,2017-03-17,sports,127.73
1211,cust_075,2017-02-11,electronics,109.85
1212,cust_075,2017-03-27,electronics,15.29
1213,cust_075,2017-05-23,sports,105.44
1214,cust_075,2017-07-13,toys,93.21
1215,cust_076,2017-09-18,sports,139.14
1216,cust_076,2017-10-26,books,130.44
1217,cust_076,2017-11-14,toys,79.82
1218,cust_077,2017-08-15,health_beauty,14.4
1219,cust_077,2017-10-07,electronics,122.74
1220,cust_078,2017-03-15,health_beauty,51.6
1221,cust_079,2017-07-11,home_garden,45.45
1005,cust_003,2017-09-13,health_beauty,148.02
